,0,1
372,37,7
373,37,25
374,37,22
375,37,20
376,37,27
377,37,24
378,37,12
379,37,31
380,38,3
381,38,4
382,38,1
383,38,16
384,38,25
385,38,7
386,38,19
387,38,17
388,38,22
389,38,15
390,39,16
391,39,30
392,39,19
393,39,45
394,39,32
395,39,44
396,39,21
397,39,37
398,39,2
399,39,56
400,40,3
401,40,1
402,40,2
403,40,25
404,40,17
405,40,4
406,40,24
407,40,22
408,40,23
409,40,26
410,41,3
411,41,4
412,41,25
413,41,1
414,41,27
415,41,17
416,41,22
417,41,12
418,41,23
419,41,26
420,42,4
421,42,1
422,42,22
423,42,23
424,42,24
425,42,27
426,42,26
427,42,20
428,42,15
429,42,32
430,43,0
431,43,4
432,43,7
433,43,10
434,43,16
435,43,19
436,43,2
437,43,27
438,43,44
439,43,56
440,44,3
441,44,1
442,44,4
443,44,25
444,44,22
445,44,26
446,44,24
447,44,27
448,44,32
449,44,13
450,45,3
451,45,30
452,45,4
453,45,1
454,45,25
455,45,7
456,45,17
457,45,22
458,45,24
459,45,23
460,46,0
461,46,16
462,46,19
463,46,29
464,46,3
465,46,25
466,46,45
467,46,4
468,46,2
469,46,1
470,47,3
471,47,4
472,47,7
473,47,1
474,47,25
475,47,27
476,47,17
477,47,22
478,47,23
479,47,13
480,48,1
481,48,10
482,48,17
483,48,16
484,48,22
485,48,27
486,48,23
487,48,24
488,48,37
489,48,26
490,49,3
491,49,4
492,49,7
493,49,27
494,49,0
495,49,12
496,49,13
497,49,6
498,49,10
499,49,31
500,50,3
501,50,4
502,50,7
503,50,1
504,50,25
505,50,0
506,50,17
507,50,22
508,50,23
509,50,27
510,51,25
511,51,1
512,51,27
513,51,13
514,51,17
515,51,22
516,51,23
517,51,31
518,51,24
519,51,26
520,52,3
521,52,4
522,52,1
523,52,17
524,52,22
525,52,27
526,52,23
527,52,26
528,52,20
529,52,24
530,53,3
531,53,4
532,53,1
533,53,7
534,53,17
535,53,22
536,53,23
537,53,26
538,53,20
539,53,44
540,54,25
541,54,24
542,54,32
543,54,44
544,54,13
545,54,9
546,54,31
547,54,45
548,54,21
549,54,37
550,55,16
551,55,19
552,55,15
553,55,3
554,55,4
555,55,45
556,55,25
557,55,10
558,55,1
559,55,7
560,56,3
561,56,1
562,56,25
563,56,17
564,56,22
565,56,15
566,56,23
567,56,7
568,56,26
569,56,20
570,57,22
571,57,27
572,57,32
573,57,31
574,57,44
575,57,16
576,57,2
577,57,37
578,57,19
579,57,28
580,58,3
581,58,1
582,58,17
583,58,22
584,58,23
585,58,27
586,58,26
587,58,20
588,58,24
589,58,10
590,59,3
591,59,4
592,59,1
593,59,25
594,59,7
595,59,17
596,59,22
597,59,0
598,59,24
599,59,26
600,60,3
601,60,7
602,60,30
603,60,2
604,60,21
605,60,12
606,60,13
607,60,31
608,60,59
609,60,8
610,61,27
611,61,26
612,61,31
613,61,9
614,61,10
615,61,0
616,61,6
617,61,32
618,61,28
619,61,64
620,62,3
621,62,4
622,62,7
623,62,25
624,62,1
625,62,17
626,62,27
627,62,22
628,62,23
629,62,13
630,63,0
631,63,3
632,63,4
633,63,16
634,63,25
635,63,1
636,63,19
637,63,7
638,63,15
639,63,29
640,64,3
641,64,0
642,64,44
643,64,32
644,64,64
645,64,18
646,64,14
647,64,21
648,64,8
649,64,137
650,65,3
651,65,4
652,65,25
653,65,7
654,65,22
655,65,26
656,65,20
657,65,24
658,65,27
659,65,13
660,66,19
661,66,3
662,66,4
663,66,1
664,66,45
665,66,2
666,66,10
667,66,17
668,66,22
669,66,24
670,67,3
671,67,4
672,67,1
673,67,25
674,67,17
675,67,22
676,67,27
677,67,23
678,67,26
679,67,20
680,68,1
681,68,17
682,68,0
683,68,27
684,68,22
685,68,23
686,68,12
687,68,24
688,68,20
689,68,26
690,69,3
691,69,7
692,69,1
693,69,17
694,69,27
695,69,22
696,69,23
697,69,12
698,69,26
699,69,20
700,70,3
701,70,4
702,70,7
703,70,25
704,70,1
705,70,0
706,70,17
707,70,27
708,70,22
709,70,10
710,71,4
711,71,1
712,71,17
713,71,22
714,71,23
715,71,10
716,71,24
717,71,27
718,71,26
719,71,20
720,72,24
721,72,13
722,72,6
723,72,0
724,72,10
725,72,32
726,72,28
727,72,49
728,72,54
729,72,21
730,73,3
731,73,25
732,73,4
733,73,27
734,73,10
735,73,9
736,73,6
737,73,32
738,73,31
739,73,30
740,74,3
741,74,4
742,74,32
743,74,2
744,74,27
745,74,44
746,74,12
747,74,13
748,74,29
749,74,59
750,75,3
751,75,4
752,75,27
753,75,12
754,75,13
755,75,32
756,75,6
757,75,37
758,75,30
759,75,45
760,76,3
761,76,4
762,76,7
763,76,25
764,76,1
765,76,27
766,76,17
767,76,22
768,76,13
769,76,12
770,77,3
771,77,4
772,77,7
773,77,1
774,77,17
775,77,25
776,77,27
777,77,23
778,77,26
779,77,20
780,78,1
781,78,27
782,78,17
783,78,22
784,78,23
785,78,24
786,78,26
787,78,20
788,78,31
789,78,0
790,79,1
791,79,27
792,79,17
793,79,22
794,79,23
795,79,26
796,79,20
797,79,24
798,79,32
799,79,0
800,80,3
801,80,4
802,80,7
803,80,25
804,80,1
805,80,27
806,80,17
807,80,22
808,80,23
809,80,24
810,81,3
811,81,4
812,81,7
813,81,1
814,81,25
815,81,27
816,81,12
817,81,17
818,81,13
819,81,22
820,82,17
821,82,22
822,82,24
823,82,0
824,82,9
825,82,10
826,82,31
827,82,32
828,82,6
829,82,16
830,83,3
831,83,4
832,83,16
833,83,25
834,83,19
835,83,1
836,83,7
837,83,30
838,83,10
839,83,17
840,84,31
841,84,6
842,84,10
843,84,0
844,84,21
845,84,37
846,84,59
847,84,2
848,84,16
849,84,45
850,85,3
851,85,17
852,85,25
853,85,22
854,85,27
855,85,12
856,85,31
857,85,9
858,85,6
859,85,57
860,86,0
861,86,16
862,86,19
863,86,3
864,86,30
865,86,1
866,86,25
867,86,15
868,86,4
869,86,17
870,87,4
871,87,25
872,87,12
873,87,0
874,87,32
875,87,44
876,87,57
877,87,59
878,87,49
879,87,16
880,88,22
881,88,27
882,88,10
883,88,12
884,88,13
885,88,45
886,88,2
887,88,57
888,88,59
889,88,49
890,89,3
891,89,4
892,89,25
893,89,1
894,89,27
895,89,17
896,89,0
897,89,22
898,89,23
899,89,24
900,90,3
901,90,4
902,90,7
903,90,25
904,90,26
905,90,24
906,90,27
907,90,12
908,90,9
909,90,31
910,91,3
911,91,1
912,91,4
913,91,25
914,91,17
915,91,7
916,91,22
917,91,23
918,91,0
919,91,26
920,92,3
921,92,25
922,92,4
923,92,7
924,92,27
925,92,0
926,92,12
927,92,13
928,92,31
929,92,9
930,93,3
931,93,4
932,93,26
933,93,24
934,93,27
935,93,13
936,93,12
937,93,9
938,93,0
939,93,10
940,94,3
941,94,25
942,94,1
943,94,7
944,94,22
945,94,27
946,94,21
947,94,2
948,94,12
949,94,9
950,95,3
951,95,1
952,95,4
953,95,17
954,95,22
955,95,25
956,95,23
957,95,26
958,95,20
959,95,7
960,96,0
961,96,3
962,96,4
963,96,1
964,96,25
965,96,7
966,96,17
967,96,22
968,96,15
969,96,23
970,97,3
971,97,1
972,97,25
973,97,7
974,97,17
975,97,22
976,97,23
977,97,24
978,97,26
979,97,20
980,98,0
981,98,29
982,98,16
983,98,30
984,98,19
985,98,15
986,98,3
987,98,4
988,98,5
989,98,25
990,99,3
991,99,4
992,99,7
993,99,1
994,99,17
995,99,22
996,99,27
997,99,23
998,99,26
999,99,20
1000,100,25
1001,100,32
1002,100,21
1003,100,37
1004,100,12
1005,100,2
1006,100,31
1007,100,6
1008,100,57
1009,100,8
1010,101,0
1011,101,3
1012,101,16
1013,101,4
1014,101,19
1015,101,1
1016,101,29
1017,101,25
1018,101,30
1019,101,15
1020,102,3
1021,102,4
1022,102,25
1023,102,7
1024,102,1
1025,102,17
1026,102,22
1027,102,37
1028,102,24
1029,102,23
1030,103,3
1031,103,1
1032,103,4
1033,103,25
1034,103,16
1035,103,17
1036,103,22
1037,103,24
1038,103,23
1039,103,19
1040,104,1
1041,104,3
1042,104,17
1043,104,25
1044,104,23
1045,104,4
1046,104,20
1047,104,26
1048,104,7
1049,104,12
1050,105,3
1051,105,25
1052,105,4
1053,105,7
1054,105,27
1055,105,13
1056,105,12
1057,105,0
1058,105,6
1059,105,31
1060,106,29
1061,106,0
1062,106,16
1063,106,19
1064,106,30
1065,106,15
1066,106,3
1067,106,45
1068,106,4
1069,106,46
1070,107,3
1071,107,4
1072,107,7
1073,107,32
1074,107,27
1075,107,45
1076,107,37
1077,107,21
1078,107,12
1079,107,13
1080,108,1
1081,108,25
1082,108,17
1083,108,13
1084,108,12
1085,108,22
1086,108,23
1087,108,24
1088,108,31
1089,108,26
1090,109,3
1091,109,4
1092,109,7
1093,109,22
1094,109,25
1095,109,27
1096,109,31
1097,109,9
1098,109,6
1099,109,28
1100,110,3
1101,110,4
1102,110,25
1103,110,7
1104,110,27
1105,110,12
1106,110,31
1107,110,15
1108,110,10
1109,110,44
1110,111,3
1111,111,4
1112,111,25
1113,111,22
1114,111,24
1115,111,27
1116,111,10
1117,111,12
1118,111,0
1119,111,32
1120,112,3
1121,112,1
1122,112,4
1123,112,25
1124,112,17
1125,112,7
1126,112,22
1127,112,23
1128,112,24
1129,112,26
1130,113,4
1131,113,25
1132,113,1
1133,113,17
1134,113,22
1135,113,23
1136,113,26
1137,113,20
1138,113,24
1139,113,31
1140,114,25
1141,114,1
1142,114,17
1143,114,22
1144,114,23
1145,114,13
1146,114,26
1147,114,20
1148,114,24
1149,114,6
1150,115,3
1151,115,4
1152,115,7
1153,115,1
1154,115,25
1155,115,27
1156,115,17
1157,115,22
1158,115,23
1159,115,12
1160,116,3
1161,116,4
1162,116,25
1163,116,22
1164,116,20
1165,116,24
1166,116,27
1167,116,31
1168,116,9
1169,116,6
1170,117,0
1171,117,3
1172,117,4
1173,117,16
1174,117,30
1175,117,19
1176,117,25
1177,117,15
1178,117,1
1179,117,7
1180,118,3
1181,118,20
1182,118,26
1183,118,24
1184,118,10
1185,118,37
1186,118,7
1187,118,32
1188,118,56
1189,118,5
1190,119,3
1191,119,4
1192,119,7
1193,119,1
1194,119,25
1195,119,27
1196,119,17
1197,119,22
1198,119,13
1199,119,23
1200,120,0
1201,120,16
1202,120,19
1203,120,29
1204,120,30
1205,120,3
1206,120,15
1207,120,4
1208,120,1
1209,120,25
1210,121,3
1211,121,4
1212,121,1
1213,121,17
1214,121,22
1215,121,27
1216,121,23
1217,121,26
1218,121,24
1219,121,20
1220,122,0
1221,122,1
1222,122,30
1223,122,16
1224,122,7
1225,122,17
1226,122,22
1227,122,19
1228,122,32
1229,122,23
1230,123,4
1231,123,22
1232,123,6
1233,123,0
1234,123,57
1235,123,32
1236,123,44
1237,123,49
1238,123,21
1239,123,64
1240,124,4
1241,124,12
1242,124,13
1243,124,0
1244,124,9
1245,124,6
1246,124,21
1247,124,16
1248,124,49
1249,124,59
1250,125,3
1251,125,4
1252,125,7
1253,125,25
1254,125,1
1255,125,27
1256,125,17
1257,125,0
1258,125,22
1259,125,23
1260,126,4
1261,126,0
1262,126,27
1263,126,45
1264,126,37
1265,126,44
1266,126,13
1267,126,16
1268,126,31
1269,126,19
1270,127,15
1271,127,3
1272,127,4
1273,127,25
1274,127,45
1275,127,1
1276,127,10
1277,127,7
1278,127,2
1279,127,37
1280,128,3
1281,128,4
1282,128,0
1283,128,7
1284,128,1
1285,128,25
1286,128,17
1287,128,22
1288,128,23
1289,128,27
1290,129,3
1291,129,25
1292,129,9
1293,129,13
1294,129,31
1295,129,44
1296,129,15
1297,129,21
1298,129,37
1299,129,45
1300,130,3
1301,130,7
1302,130,17
1303,130,23
1304,130,27
1305,130,13
1306,130,12
1307,130,10
1308,130,0
1309,130,31
1310,131,3
1311,131,7
1312,131,1
1313,131,17
1314,131,22
1315,131,27
1316,131,23
1317,131,24
1318,131,10
1319,131,20
1320,132,4
1321,132,25
1322,132,1
1323,132,17
1324,132,0
1325,132,22
1326,132,23
1327,132,24
1328,132,26
1329,132,20
1330,133,4
1331,133,1
1332,133,0
1333,133,17
1334,133,22
1335,133,23
1336,133,24
1337,133,26
1338,133,20
1339,133,30
1340,134,3
1341,134,4
1342,134,17
1343,134,22
1344,134,23
1345,134,20
1346,134,26
1347,134,24
1348,134,57
1349,134,9
1350,135,25
1351,135,1
1352,135,27
1353,135,17
1354,135,12
1355,135,22
1356,135,23
1357,135,26
1358,135,20
1359,135,24
1360,136,4
1361,136,24
1362,136,12
1363,136,57
1364,136,0
1365,136,10
1366,136,49
1367,136,32
1368,136,2
1369,136,14
1370,137,0
1371,137,16
1372,137,3
1373,137,15
1374,137,25
1375,137,4
1376,137,1
1377,137,29
1378,137,17
1379,137,7
1380,138,3
1381,138,4
1382,138,7
1383,138,25
1384,138,1
1385,138,27
1386,138,17
1387,138,22
1388,138,12
1389,138,23
1390,139,3
1391,139,31
1392,139,9
1393,139,10
1394,139,44
1395,139,0
1396,139,32
1397,139,28
1398,139,64
1399,139,49
1400,140,3
1401,140,4
1402,140,25
1403,140,27
1404,140,12
1405,140,6
1406,140,9
1407,140,57
1408,140,0
1409,140,28
1410,141,25
1411,141,1
1412,141,27
1413,141,17
1414,141,13
1415,141,22
1416,141,10
1417,141,23
1418,141,24
1419,141,26
1420,142,3
1421,142,4
1422,142,29
1423,142,32
1424,142,27
1425,142,59
1426,142,39
1427,142,12
1428,142,114
1429,142,31
1430,143,25
1431,143,1
1432,143,27
1433,143,17
1434,143,12
1435,143,22
1436,143,23
1437,143,10
1438,143,0
1439,143,24
1440,144,4
1441,144,7
1442,144,25
1443,144,1
1444,144,17
1445,144,22
1446,144,0
1447,144,23
1448,144,13
1449,144,12
1450,145,4
1451,145,7
1452,145,25
1453,145,1
1454,145,0
1455,145,10
1456,145,23
1457,145,24
1458,145,26
1459,145,20
1460,146,3
1461,146,1
1462,146,4
1463,146,17
1464,146,22
1465,146,23
1466,146,26
1467,146,20
1468,146,24
1469,146,27
1470,147,0
1471,147,29
1472,147,30
1473,147,16
1474,147,19
1475,147,3
1476,147,15
1477,147,4
1478,147,45
1479,147,5
1480,148,1
1481,148,17
1482,148,22
1483,148,23
1484,148,26
1485,148,20
1486,148,24
1487,148,6
1488,148,0
1489,148,28
1490,149,3
1491,149,4
1492,149,7
1493,149,25
1494,149,27
1495,149,13
1496,149,6
1497,149,31
1498,149,9
1499,149,10
1500,150,1
1501,150,17
1502,150,22
1503,150,23
1504,150,24
1505,150,26
1506,150,20
1507,150,13
1508,150,10
1509,150,31
1510,151,0
1511,151,3
1512,151,16
1513,151,1
1514,151,4
1515,151,19
1516,151,25
1517,151,17
1518,151,22
1519,151,7
1520,152,0
1521,152,16
1522,152,30
1523,152,19
1524,152,29
1525,152,3
1526,152,15
1527,152,4
1528,152,1
1529,152,25
1530,153,25
1531,153,1
1532,153,17
1533,153,22
1534,153,13
1535,153,23
1536,153,24
1537,153,26
1538,153,20
1539,153,6
1540,154,3
1541,154,4
1542,154,7
1543,154,25
1544,154,1
1545,154,17
1546,154,22
1547,154,23
1548,154,27
1549,154,26
1550,155,25
1551,155,24
1552,155,0
1553,155,12
1554,155,13
1555,155,32
1556,155,9
1557,155,44
1558,155,16
1559,155,21
1560,156,3
1561,156,4
1562,156,0
1563,156,7
1564,156,25
1565,156,1
1566,156,17
1567,156,27
1568,156,22
1569,156,16
1570,157,1
1571,157,4
1572,157,23
1573,157,20
1574,157,24
1575,157,49
1576,157,0
1577,157,10
1578,157,54
1579,157,32
1580,158,3
1581,158,25
1582,158,20
1583,158,27
1584,158,13
1585,158,9
1586,158,31
1587,158,6
1588,158,0
1589,158,57
1590,159,4
1591,159,1
1592,159,25
1593,159,0
1594,159,7
1595,159,17
1596,159,22
1597,159,23
1598,159,24
1599,159,26
1600,160,3
1601,160,25
1602,160,1
1603,160,17
1604,160,22
1605,160,23
1606,160,24
1607,160,26
1608,160,20
1609,160,15
1610,161,3
1611,161,25
1612,161,1
1613,161,7
1614,161,0
1615,161,17
1616,161,22
1617,161,23
1618,161,24
1619,161,26
1620,162,3
1621,162,25
1622,162,7
1623,162,27
1624,162,9
1625,162,10
1626,162,31
1627,162,15
1628,162,44
1629,162,2
1630,163,3
1631,163,25
1632,163,30
1633,163,15
1634,163,16
1635,163,17
1636,163,19
1637,163,22
1638,163,32
1639,163,23
1640,164,3
1641,164,1
1642,164,4
1643,164,17
1644,164,25
1645,164,22
1646,164,7
1647,164,23
1648,164,24
1649,164,20
1650,165,3
1651,165,0
1652,165,1
1653,165,4
1654,165,25
1655,165,17
1656,165,22
1657,165,24
1658,165,23
1659,165,26
1660,166,3
1661,166,4
1662,166,1
1663,166,27
1664,166,17
1665,166,22
1666,166,12
1667,166,23
1668,166,24
1669,166,26
1670,167,3
1671,167,4
1672,167,7
1673,167,25
1674,167,24
1675,167,27
1676,167,12
1677,167,13
1678,167,6
1679,167,0
1680,168,25
1681,168,1
1682,168,17
1683,168,22
1684,168,23
1685,168,24
1686,168,0
1687,168,26
1688,168,20
1689,168,12
1690,169,3
1691,169,0
1692,169,4
1693,169,25
1694,169,7
1695,169,1
1696,169,10
1697,169,16
1698,169,17
1699,169,19
1700,170,3
1701,170,4
1702,170,7
1703,170,1
1704,170,25
1705,170,27
1706,170,17
1707,170,22
1708,170,12
1709,170,23
1710,171,0
1711,171,16
1712,171,3
1713,171,1
1714,171,19
1715,171,4
1716,171,25
1717,171,17
1718,171,7
1719,171,22
1720,172,4
1721,172,7
1722,172,10
1723,172,27
1724,172,32
1725,172,21
1726,172,9
1727,172,56
1728,172,31
1729,172,59
1730,173,4
1731,173,25
1732,173,1
1733,173,0
1734,173,17
1735,173,45
1736,173,22
1737,173,27
1738,173,23
1739,173,24
1740,174,3
1741,174,7
1742,174,25
1743,174,1
1744,174,17
1745,174,27
1746,174,22
1747,174,23
1748,174,10
1749,174,24
1750,175,27
1751,175,6
1752,175,31
1753,175,0
1754,175,57
1755,175,44
1756,175,28
1757,175,49
1758,175,21
1759,175,2
1760,176,25
1761,176,4
1762,176,30
1763,176,27
1764,176,21
1765,176,2
1766,176,44
1767,176,9
1768,176,12
1769,176,13
1770,177,3
1771,177,4
1772,177,7
1773,177,25
1774,177,1
1775,177,10
1776,177,17
1777,177,22
1778,177,27
1779,177,24
1780,178,3
1781,178,4
1782,178,25
1783,178,1
1784,178,17
1785,178,22
1786,178,23
1787,178,24
1788,178,26
1789,178,20
1790,179,12
1791,179,13
1792,179,32
1793,179,31
1794,179,9
1795,179,2
1796,179,30
1797,179,21
1798,179,37
1799,179,45
1800,180,3
1801,180,4
1802,180,25
1803,180,7
1804,180,26
1805,180,24
1806,180,10
1807,180,15
1808,180,27
1809,180,30
1810,181,4
1811,181,0
1812,181,7
1813,181,45
1814,181,21
1815,181,27
1816,181,30
1817,181,16
1818,181,9
1819,181,19
1820,182,3
1821,182,4
1822,182,7
1823,182,25
1824,182,1
1825,182,10
1826,182,17
1827,182,23
1828,182,27
1829,182,24
1830,183,3
1831,183,26
1832,183,20
1833,183,24
1834,183,13
1835,183,12
1836,183,10
1837,183,9
1838,183,57
1839,183,0
1840,184,3
1841,184,4
1842,184,25
1843,184,17
1844,184,22
1845,184,23
1846,184,20
1847,184,26
1848,184,24
1849,184,31
1850,185,3
1851,185,4
1852,185,25
1853,185,1
1854,185,17
1855,185,30
1856,185,22
1857,185,23
1858,185,24
1859,185,10
1860,186,22
1861,186,0
1862,186,9
1863,186,12
1864,186,13
1865,186,21
1866,186,2
1867,186,16
1868,186,28
1869,186,15
1870,187,3
1871,187,4
1872,187,1
1873,187,7
1874,187,25
1875,187,17
1876,187,22
1877,187,23
1878,187,26
1879,187,24
1880,188,1
1881,188,4
1882,188,7
1883,188,17
1884,188,22
1885,188,23
1886,188,27
1887,188,26
1888,188,20
1889,188,24
1890,189,24
1891,189,31
1892,189,9
1893,189,0
1894,189,10
1895,189,32
1896,189,49
1897,189,64
1898,189,21
1899,189,42
1900,190,4
1901,190,22
1902,190,26
1903,190,0
1904,190,9
1905,190,6
1906,190,44
1907,190,37
1908,190,54
1909,190,16
1910,191,0
1911,191,3
1912,191,4
1913,191,16
1914,191,1
1915,191,19
1916,191,37
1917,191,7
1918,191,2
1919,191,17
1920,192,1
1921,192,4
1922,192,25
1923,192,17
1924,192,7
1925,192,23
1926,192,24
1927,192,26
1928,192,20
1929,192,2
1930,193,4
1931,193,1
1932,193,25
1933,193,27
1934,193,17
1935,193,22
1936,193,23
1937,193,24
1938,193,26
1939,193,20
1940,194,3
1941,194,25
1942,194,15
1943,194,1
1944,194,10
1945,194,17
1946,194,32
1947,194,22
1948,194,2
1949,194,23
1950,195,3
1951,195,27
1952,195,10
1953,195,32
1954,195,15
1955,195,13
1956,195,37
1957,195,44
1958,195,6
1959,195,57
1960,196,3
1961,196,1
1962,196,17
1963,196,22
1964,196,23
1965,196,27
1966,196,26
1967,196,20
1968,196,24
1969,196,12
1970,197,3
1971,197,0
1972,197,4
1973,197,1
1974,197,25
1975,197,7
1976,197,17
1977,197,22
1978,197,16
1979,197,23
1980,198,0
1981,198,4
1982,198,1
1983,198,17
1984,198,22
1985,198,23
1986,198,24
1987,198,26
1988,198,20
1989,198,15
1990,199,3
1991,199,4
1992,199,0
1993,199,25
1994,199,1
1995,199,7
1996,199,17
1997,199,22
1998,199,23
1999,199,24
2000,200,3
2001,200,25
2002,200,1
2003,200,27
2004,200,17
2005,200,22
2006,200,23
2007,200,13
2008,200,20
2009,200,26
2010,201,0
2011,201,9
2012,201,10
2013,201,32
2014,201,16
2015,201,41
2016,201,37
2017,201,19
2018,201,84
2019,201,45
2020,202,3
2021,202,10
2022,202,27
2023,202,30
2024,202,45
2025,202,21
2026,202,12
2027,202,31
2028,202,44
2029,202,56
2030,203,25
2031,203,1
2032,203,12
2033,203,17
2034,203,22
2035,203,23
2036,203,26
2037,203,24
2038,203,20
2039,203,6
2040,204,1
2041,204,17
2042,204,22
2043,204,23
2044,204,0
2045,204,24
2046,204,26
2047,204,20
2048,204,10
2049,204,9
2050,205,3
2051,205,4
2052,205,7
2053,205,25
2054,205,22
2055,205,23
2056,205,27
2057,205,24
2058,205,26
2059,205,20
2060,206,1
2061,206,7
2062,206,17
2063,206,22
2064,206,23
2065,206,26
2066,206,24
2067,206,27
2068,206,20
2069,206,31
2070,207,19
2071,207,30
2072,207,3
2073,207,1
2074,207,15
2075,207,25
2076,207,4
2077,207,2
2078,207,17
2079,207,22
2080,208,24
2081,208,0
2082,208,10
2083,208,32
2084,208,49
2085,208,44
2086,208,54
2087,208,14
2088,208,64
2089,208,21
2090,209,3
2091,209,25
2092,209,1
2093,209,27
2094,209,17
2095,209,22
2096,209,13
2097,209,23
2098,209,12
2099,209,20
2100,210,30
2101,210,3
2102,210,29
2103,210,25
2104,210,4
2105,210,1
2106,210,2
2107,210,10
2108,210,7
2109,210,17
2110,211,25
2111,211,24
2112,211,12
2113,211,9
2114,211,0
2115,211,10
2116,211,49
2117,211,44
2118,211,32
2119,211,64
2120,212,30
2121,212,15
2122,212,3
2123,212,4
2124,212,25
2125,212,1
2126,212,45
2127,212,7
2128,212,10
2129,212,5
2130,213,17
2131,213,22
2132,213,23
2133,213,26
2134,213,20
2135,213,24
2136,213,9
2137,213,57
2138,213,10
2139,213,6
2140,214,3
